;Entity;Code;Week;area burnt by wildfires in 2024; burnt by wildfires in 2023; burnt by wildfires in 2022; burnt by wildfires in 2021; burnt by wildfires in 2020;area burnt by wildfires in 2019;a burnt by wildfires in 2018;area burnt by wildfires in 2017; area burnt by wildfires in 2016; area burnt by wildfires in 2015;area burnt by wildfires in 2014; area burnt by wildfires in 2013; area burnt by wildfires in 2012;Similarity
10356;East Timor;TLS;42;0;47057;5791;10765;37859;67590;76864;53160;6420;36971;84999;15694;58502;0,983772898
12763;Sri Lanka;LKA;51;0;42241;25775;16699;33113;46993;45105;26127;66389;28739;71129;76388;88177;0,983772395
7710;Portugal;PRT;31;0;20826;52237;19854;22672;29322;26831;126718;9498;47087;13927;18510;93175;0,983772181
10755;Sri Lanka;LKA;43;0;42241;25775;16699;33113;46993;44896;26127;66389;28739;71129;76388;88177;0,983772094
11006;Sri Lanka;LKA;44;0;42241;25775;16699;33113;46993;44896;26127;66389;28739;71129;76388;88177;0,983772094
11257;Sri Lanka;LKA;45;0;42241;25775;16699;33113;46993;44896;26127;66389;28739;71129;76388;88177;0,983772094
11508;Sri Lanka;LKA;46;0;42241;25775;16699;33113;46993;44896;26127;66389;28739;71129;76388;88177;0,983772094
11759;Sri Lanka;LKA;47;0;42241;25775;16699;33113;46993;44896;26127;66389;28739;71129;76388;88177;0,983772094
12010;Sri Lanka;LKA;48;0;42241;25775;16699;33113;46993;44896;26127;66389;28739;71129;76388;88177;0,983772094
12261;Sri Lanka;LKA;49;0;42241;25775;16699;33113;46993;44896;26127;66389;28739;71129;76388;88177;0,983772094
12512;Sri Lanka;LKA;50;0;42241;25775;16699;33113;46993;44896;26127;66389;28739;71129;76388;88177;0,983772094
2626;Kazakhstan;KAZ;11;29486;24697;18682;18510;173092;99115;11715;42098;97183;81133;14716;68370;5053;0,983771485
11535;Uruguay;URY;46;0;31416;35130;27116;72976;27354;28410;14426;19624;68129;17624;32892;41531;0,98377108
8303;Belarus;BLR;34;0;5112;24233;17566;72538;92872;16754;25378;16093;136757;62759;18216;44645;0,983770922
10504;Sri Lanka;LKA;42;0;42241;25775;16699;31604;46993;44896;26127;66219;28739;71129;76168;88177;0,983768812
9451;North Korea;PRK;38;0;6812;16447;5814;24735;85745;40772;48204;22771;159979;335878;47744;57282;0,983768425
9200;North Korea;PRK;37;0;6812;16447;5814;24735;85745;40772;48021;22771;159828;335576;47374;57282;0,983767985
7443;North Korea;PRK;30;0;6812;16447;5814;24735;85745;40772;48021;22771;159828;335233;47374;57282;0,983767884
7694;North Korea;PRK;31;0;6812;16447;5814;24735;85745;40772;48021;22771;159828;335233;47374;57282;0,983767884
7945;North Korea;PRK;32;0;6812;16447;5814;24735;85745;40772;48021;22771;159828;335233;47374;57282;0,983767884
8196;North Korea;PRK;33;0;6812;16447;5814;24735;85745;40772;48021;22771;159828;335233;47374;57282;0,983767884
8447;North Korea;PRK;34;0;6812;16447;5814;24735;85745;40772;48021;22771;159828;335233;47374;57282;0,983767884
8698;North Korea;PRK;35;0;6812;16447;5814;24735;85745;40772;48021;22771;159828;335233;47374;57282;0,983767884
8949;North Korea;PRK;36;0;6812;16447;5814;24735;85745;40772;48021;22771;159828;335233;47374;57282;0,983767884
7596;Ecuador;ECU;31;0;33045;70297;16685;35848;19850;41239;13998;20551;37150;12311;13486;14299;0,983767852
7192;North Korea;PRK;29;0;6812;16447;5646;24735;85745;40772;48021;22771;159828;335233;47374;57282;0,983767392
6941;North Korea;PRK;28;0;6812;16447;5646;24599;85745;40772;48021;22771;159828;335233;47374;57282;0,983767111
2665;Nepal;NPL;11;45373;98628;20524;144700;9718;38578;102796;25886;133204;12171;20479;29269;24963;0,983766744
6439;North Korea;PRK;26;0;6812;16447;5646;24599;85745;40572;48021;22771;159828;334728;47374;57282;0,983766675
6690;North Korea;PRK;27;0;6812;16447;5646;24599;85745;40572;48021;22771;159828;334728;47374;57282;0,983766675
11284;Uruguay;URY;45;0;31201;35130;26819;72697;26854;28410;13768;19426;68129;15704;32682;40831;0,983766623
5937;North Korea;PRK;24;0;6812;16447;5646;24599;85745;40572;48021;22771;159828;334523;47374;57282;0,983766616
6188;North Korea;PRK;25;0;6812;16447;5646;24599;85745;40572;48021;22771;159828;334523;47374;57282;0,983766616
5686;North Korea;PRK;23;0;6812;16447;5646;24599;85745;40572;48021;22771;159828;334347;47374;57282;0,983766564
5435;North Korea;PRK;22;0;6812;16447;5646;24321;85745;40371;48021;22771;159383;334347;46936;57282;0,983765379
1691;Russia;RUS;7;33525;42166;42038;58352;38020;173333;14172;26056;28178;130346;44377;56316;23427;0,983765077
10253;Sri Lanka;LKA;41;0;42241;25775;16492;29689;46993;44804;25911;65690;28739;71129;75703;88177;0,983763412
5184;North Korea;PRK;21;0;6812;16447;5646;24321;85745;39466;47798;22771;153735;333729;46364;56903;0,983760601
2642;Madagascar;MDG;11;4574;17142;22608;45800;27245;14563;15387;112444;20934;6018;23894;46295;9159;0,983760264
12804;Albania;ALB;52;0;12158;37593;50727;34094;32988;10290;102020;14386;24067;4358;10695;176838;0,983759947
3019;Angola;AGO;13;86522;53705;103070;145788;60840;163017;124120;212193;31135;86929;136920;42052;315572;0,983759162
12553;Albania;ALB;51;0;12158;37593;50727;34094;32988;10290;102020;14079;22588;4358;10695;176838;0,983758965
11033;Uruguay;URY;44;0;30387;34663;26605;71833;26433;28410;13566;19426;67580;15704;32682;40831;0,983758919
8052;Belarus;BLR;33;0;4825;23731;17064;72240;92364;16246;24847;14969;127652;62660;18076;44103;0,983758538
2829;El Salvador;SLV;12;14628;8759;38703;9136;48357;65325;33419;105605;16967;99235;9632;90992;25631;0,983758265
1728;Tanzania;TZA;7;2094;25087;33866;12868;9811;54906;16456;59568;18185;151083;67221;53006;172161;0,983758213
12302;Albania;ALB;50;0;12158;37593;50727;34094;32988;10290;102020;13182;21809;4358;10695;176838;0,983757918
11549;Albania;ALB;47;0;12158;37593;50727;34094;32988;10290;102020;13182;21560;4358;10695;176838;0,98375779
11800;Albania;ALB;48;0;12158;37593;50727;34094;32988;10290;102020;13182;21560;4358;10695;176838;0,98375779
12051;Albania;ALB;49;0;12158;37593;50727;34094;32988;10290;102020;13182;21560;4358;10695;176838;0,98375779
1813;Cuba;CUB;8;125384;381528;96182;67815;139680;113664;6249;194002;36516;128897;69230;109647;65920;0,983757771
11298;Albania;ALB;46;0;12158;37593;50727;34094;32988;10290;102020;13182;20928;4358;10695;176838;0,983757465
10782;Uruguay;URY;43;0;30387;34500;26605;71687;26433;27871;13566;19212;67580;15704;32682;40466;0,983757121
6164;Mauritania;MRT;25;0;69280;22069;65374;6636;19560;2402;24046;28087;7866;16586;46424;6674;0,983756696
426;Paraguay;PRY;2;73655;75833;301632;25693;50315;24222;36865;54357;17730;81282;40801;99324;20848;0,983756373
11047;Albania;ALB;45;0;12158;37593;50391;34094;32988;10290;102020;13182;19374;4358;10695;176838;0,983755681
7100;Eswatini;SWZ;29;0;20349;21406;40452;26899;114046;16222;19815;20703;33997;43118;16426;38188;0,983754672
6855;France;FRA;28;0;29391;51324;21626;23400;79937;5241;46535;10637;18012;31632;5684;42419;0,983754643
10796;Albania;ALB;44;0;12158;37593;50391;33837;32988;10290;102020;13182;17896;4358;10695;176838;0,98375439
7801;Belarus;BLR;32;0;4825;23731;16445;72240;92364;16016;24427;14969;124655;62039;17452;43929;0,983754075
3040;Bosnia and Herzegovina;BIH;13;8381;2345;87716;17659;29803;40157;205;34675;2740;4675;10097;0;66099;0,983753811
12959;New Zealand;NZL;52;0;21784;32355;35746;37965;50593;26427;32815;36327;47822;48595;45858;39433;0,983753574
10002;Sri Lanka;LKA;40;0;42241;25775;16061;29254;46993;44804;25911;56252;28551;70795;70317;87868;0,983753093
4933;North Korea;PRK;20;0;6812;16285;5551;24321;82810;39466;47798;22602;151064;332972;43327;55166;0,983752408
12708;New Zealand;NZL;51;0;21784;32202;35746;37965;50456;26427;32815;36130;46924;48595;45858;39433;0,983752236
5913;Mauritania;MRT;24;0;68566;21675;64973;6636;19560;2402;24046;28087;7866;16299;46424;6441;0,98375188
136;Mali;MLI;1;80301;118577;98557;119710;104813;70525;80340;114760;18889;130047;119131;128360;5698;0,983750788
7550;Belarus;BLR;31;0;4720;23605;16287;72079;92364;15593;23801;14663;118938;61688;16484;43343;0,983747742
10545;Albania;ALB;43;0;12158;36249;50181;33837;32709;9724;101858;13182;16791;4358;10338;176838;0,983747234
5662;Mauritania;MRT;23;0;67891;21350;64973;6636;19044;2402;24046;27156;6851;16299;46150;6441;0,983746579
4682;North Korea;PRK;19;0;6619;15846;5160;24321;82053;39155;47798;21937;150385;332220;42726;53953;0,98374623
1981;Togo;TGO;8;302373;208377;418019;292796;431957;310862;219608;322174;364620;390082;218605;415970;91887;0,983745892
10757;Suriname;SUR;43;0;76672;11425;10252;38090;39599;37227;19495;29108;47240;27898;12989;24554;0,983745313
5411;Mauritania;MRT;22;0;67513;21350;64973;6636;19044;2402;24046;27156;6851;15676;45025;6441;0,983744975
10531;Uruguay;URY;42;0;30059;32843;25600;71687;25541;26786;13566;18962;67364;15310;32480;40230;0,983744153
870;Kenya;KEN;4;3574;9964;9424;76417;12813;43475;22280;45123;5240;37080;39636;87599;36128;0,983742993
7299;Belarus;BLR;30;0;4399;23605;16287;72079;92188;15593;22796;14663;116124;58598;16127;42454;0,983742875
7048;Belarus;BLR;29;0;4399;23605;15487;72079;92059;15593;22796;14663;115873;57670;16127;42125;0,983739891
6797;Belarus;BLR;28;0;4272;23605;15487;72079;91938;15593;22796;14660;115873;57670;16127;42125;0,983739289
12457;New Zealand;NZL;50;0;21661;32202;32342;37145;50456;26427;32539;35858;46347;48473;45401;39433;0,983739263
10294;Albania;ALB;42;0;12158;35750;49866;33837;30709;8285;101858;13182;16791;4358;9821;176838;0,983739145
9751;Sri Lanka;LKA;39;0;42241;25485;16061;26016;46828;44638;25911;51710;28347;70795;57344;83410;0,983738488
5160;Mauritania;MRT;21;0;66238;20817;64729;6636;19044;2402;24046;27156;6851;15676;44782;6131;0,983738429
7345;Ecuador;ECU;30;0;29959;69262;15321;31978;18591;41239;12849;20202;35078;11528;11553;13205;0,983737417
12885;Georgia;GEO;52;0;12590;23263;35330;40610;61478;29194;52434;41654;47625;29222;26788;30527;0,983735454
12206;New Zealand;NZL;49;0;21326;32202;32178;36820;50151;26427;32369;35248;45007;48473;45401;38679;0,983735187
10043;Albania;ALB;41;0;11946;35750;49866;33837;30411;6901;100945;13182;16791;4053;9821;176838;0,983734923
2391;Madagascar;MDG;10;4394;16794;22103;45597;22202;12167;13084;112279;20726;5542;22473;45213;8237;0,983734808
10280;Uruguay;URY;41;0;29062;32843;25257;69531;25541;26022;13308;18962;67082;14345;32311;40230;0,983733736
5353;Gabon;GAB;22;0;27738;43497;28976;41313;32247;24316;29985;28367;27219;26630;33266;28088;0,983733219
4909;Mauritania;MRT;20;0;65883;20817;64254;6636;18300;2177;24046;25531;6851;14998;44115;6131;0,98373285
6002;Turkey;TUR;24;0;45745;16171;42282;26938;21084;34276;29281;44088;55906;28161;40884;41806;0,983732833
11955;New Zealand;NZL;48;0;21007;31780;32178;36682;49858;26427;32238;35248;44530;48473;45401;38679;0,983731634
6637;Italy;ITA;27;0;5254;51948;54677;18825;36030;7630;59499;21227;31179;23833;32425;48268;0,983730863
6243;Syria;SYR;25;0;15772;13078;22227;75514;98507;14413;17475;20546;50688;15041;32789;6271;0,983730017
799;China;CHN;4;98960;128954;80063;119487;88176;127910;89212;104621;68898;244183;873056;185046;42197;0,983728738
12634;Georgia;GEO;51;0;12436;22901;35330;40463;60697;29194;51362;39487;47119;29222;20805;29986;0,983727896
2140;Madagascar;MDG;9;4394;16794;21498;45376;22052;11030;12616;111920;20343;5542;20951;43760;6252;0,983727721
11704;New Zealand;NZL;47;0;21007;31640;31715;36682;49343;26427;31852;34753;44276;47809;44702;38679;0,983727714
9792;Albania;ALB;40;0;10417;35338;49866;33640;29785;6716;99841;13182;16791;3937;9821;176470;0,983725811
6792;Azerbaijan;AZE;28;0;8700;19901;47648;28754;85830;22243;14133;24605;99832;21668;25509;19846;0,983724654
4945;Peru;PER;20;0;34646;41929;29170;41267;22356;26282;21927;33363;17092;24376;26113;18475;0,983723388
3755;Uzbekistan;UZB;15;0;20791;21938;53509;31654;27527;26954;51327;28864;27588;54487;38596;52551;0,98372258
11453;New Zealand;NZL;46;0;20894;31640;31076;36514;48673;26427;31097;34469;42760;47653;44494;37425;0,983722049
10029;Uruguay;URY;40;0;28888;31906;25074;67278;24513;24746;13308;18302;67082;14345;31980;40014;0,983720796
2266;Angola;AGO;10;57677;46772;73139;137287;27609;78028;46080;186428;17452;46924;128683;34517;245902;0,983720761
9541;Albania;ALB;39;0;10278;34689;49258;33640;29451;6183;99638;13182;16791;3937;9821;175224;0,983719813
2768;Angola;AGO;12;81802;52749;101735;140054;54383;125558;122134;204187;24261;80726;134625;40994;310963;0,983719732
6546;Belarus;BLR;27;0;4272;23605;15306;72079;79093;15593;22796;14660;115873;57670;16127;42125;0,983717354
1889;Madagascar;MDG;8;3998;16794;21247;45144;21370;11030;12616;111434;20071;5542;20951;43167;6252;0,98371714
12383;Georgia;GEO;50;0;12436;22901;35330;40463;54418;29194;51362;39212;47119;29222;20639;29127;0,983717135
11202;New Zealand;NZL;45;0;20683;31421;30914;35308;48333;26427;30060;34469;42613;47193;43599;37232;0,983715611
4658;Mauritania;MRT;19;0;64044;20515;63855;6293;13649;1519;23789;25345;6851;14998;44115;6131;0,983715104
6295;Belarus;BLR;26;0;4272;23480;15306;72079;78930;15593;22796;14660;111483;57447;16127;42125;0,983714346
9500;Sri Lanka;LKA;38;0;41564;20990;16061;26016;46828;44399;25469;45875;28347;70411;47604;81213;0,983714151
2113;Indonesia;IDN;9;55369;26830;42166;92325;75226;81605;33548;43789;320033;122244;1222910;121709;98392;0,983712625
5752;Turkmenistan;TKM;23;0;17230;26417;43085;55905;20892;25004;31614;47350;25916;36712;25851;11571;0,983712258
6044;Belarus;BLR;25;0;4272;23480;15146;72079;78541;15593;22691;14516;109729;57447;16127;42022;0,983712103
5102;Gabon;GAB;21;0;26811;42405;27286;40639;31909;21742;28807;26533;26537;25167;30370;27442;0,983712066
4431;North Korea;PRK;18;0;6619;15484;5025;23315;65415;39155;47429;21416;149896;330622;37317;41048;0,983711244
7032;Algeria;DZA;29;0;18089;20459;26867;48625;50543;7824;85826;26238;32895;53868;10171;79920;0,983710538
5793;Belarus;BLR;24;0;4272;23480;15146;72079;78416;14924;22542;14516;109144;57447;16127;41749;0,983710449
4407;Mauritania;MRT;18;0;63785;20515;63310;6108;13649;1519;23244;24149;6503;14484;42553;6131;0,983710209
2364;Indonesia;IDN;10;58292;33908;44826;100613;83928;88244;37415;44738;357909;136853;1521886;167067;99194;0,983710189
3423;Niger;NER;14;28840;37263;67396;67736;50931;36873;33032;37343;26658;18071;15049;45675;15131;0,983709987
2402;Mexico;MEX;10;293654;341331;334879;320971;238094;348829;171858;607210;361120;243993;149996;482574;139658;0,983709086
4922;Namibia;NAM;20;0;72461;24371;16593;7467;32523;21048;925;34354;59227;1372;140510;73008;0,983708095
12949;Montenegro;MNE;52;0;0;31873;59666;40176;20336;7195;93965;14368;40421;1694;5598;95984;0,983708038
645;Mexico;MEX;3;40612;76503;52531;51714;50489;46726;69913;92329;71435;34987;45450;27962;5905;0,983706955
9778;Uruguay;URY;39;0;28888;29270;24001;66944;24513;23956;12920;17588;66717;13764;31058;40014;0,983705628
12698;Montenegro;MNE;51;0;0;31873;59666;40176;20336;7195;93965;12460;37098;1540;5598;95984;0,983704909
10951;New Zealand;NZL;44;0;20386;30435;29378;35308;47618;26002;29852;34119;42236;47046;42630;36184;0,983704121
3172;Niger;NER;13;26853;36565;66584;63162;49566;33769;24868;37094;25682;17024;13770;44584;14445;0,983704029
9290;Albania;ALB;38;0;8863;34319;48573;33640;28049;1230;99265;13182;16791;3937;9821;174402;0,983702211
12447;Montenegro;MNE;50;0;0;31873;59666;40176;20336;7195;93965;6906;37098;1540;5598;95984;0,983700906
5542;Belarus;BLR;23;0;4272;23480;15146;71431;78292;14751;22542;14516;92489;57447;16127;41749;0,983700089
12196;Montenegro;MNE;49;0;0;31873;59666;40176;20336;7195;93965;6121;36420;1378;5598;95984;0,983699944
11945;Montenegro;MNE;48;0;0;31873;59666;40176;20336;7195;93965;5960;36420;1378;5598;95984;0,983699828
3504;Uzbekistan;UZB;14;5021;20212;19944;31777;27149;21051;22936;50620;27925;21533;37389;36251;32497;0,983699598
7094;Ecuador;ECU;29;0;27971;64056;13482;31491;16440;39449;12416;19739;33819;10886;10621;10059;0,983699357
8069;Burundi;BDI;33;0;27632;26966;20706;38546;36554;24099;30505;49476;64109;36096;53415;38567;0,983697721
5291;Belarus;BLR;22;0;4272;23380;15146;71431;78027;14341;22542;14516;90298;57447;16127;41629;0,98369759
11694;Montenegro;MNE;47;0;0;31873;59666;38799;20207;7195;93965;5960;36420;1378;5598;95984;0,983696772
7459;Portugal;PRT;30;0;14559;49896;19854;18905;28131;3097;125703;7605;43254;12984;17398;92361;0,983695839
5040;Belarus;BLR;21;0;4127;23255;15146;71431;77776;13957;22542;14516;89233;57447;16127;41410;0,983695187
10700;New Zealand;NZL;43;0;20072;29912;29378;34691;45967;25786;28660;33736;41903;46748;41773;34063;0,983694924
4943;Papua New Guinea;PNG;20;0;9729;49616;21827;31475;26791;24956;40285;59147;50323;40055;24382;29985;0,983694882
11443;Montenegro;MNE;46;0;0;31873;59666;38377;20207;7195;93965;5960;34311;1378;5598;95984;0,983694817
4694;Peru;PER;19;0;33081;39868;27361;39248;19892;25667;21311;32089;15123;23798;25675;18475;0,983694362
6826;Colombia;COL;28;0;1402771;2497177;1231491;3176090;2153354;874169;1327751;2634247;1575731;2428192;1662003;1136897;0,983694355
11192;Montenegro;MNE;45;0;0;31873;59666;38377;20207;7195;93965;5960;31553;1378;5598;95984;0,983693398
10506;Suriname;SUR;42;0;70485;11185;7895;37101;37993;29105;17111;27077;39527;25643;12283;17476;0,983692481
10105;East Timor;TLS;41;0;36996;5547;10094;36007;52084;69536;52544;5426;33563;77053;13820;55599;0,983692312
4789;Belarus;BLR;20;0;3849;23166;14749;71431;77482;13663;22434;14516;88388;57447;16127;40384;0,983691318
10941;Montenegro;MNE;44;0;0;31873;59666;38377;20207;7195;93965;5960;26312;1378;5598;95984;0,983690702
2414;Nepal;NPL;10;26837;82491;11270;93989;7981;12294;49305;24106;87092;9081;15660;16507;17770;0,983690523
3185;Panama;PAN;13;64990;89314;63952;58225;86192;203816;25992;46963;106105;107176;73921;61240;76315;0,98369011
12132;Georgia;GEO;49;0;12436;21863;30007;39118;51763;29194;50497;39212;47119;29222;20639;29127;0,983689981
10449;New Zealand;NZL;42;0;20072;29768;28804;34412;45787;24646;28396;33736;41771;45917;40833;34063;0,983689455
2921;Niger;NER;12;25568;35484;63496;59147;48651;33594;21223;34268;24658;15573;13770;43893;14445;0,983688723
1638;Madagascar;MDG;7;3151;16587;19832;43488;20809;10820;12616;110693;19715;5542;19833;40143;3744;0,983688656
6541;Azerbaijan;AZE;27;0;8168;19445;46171;27654;81446;16558;13468;19819;89892;21287;18944;19666;0,983688594
1360;Indonesia;IDN;6;26129;19263;18851;23517;35308;22864;24816;35117;237298;48370;584106;89374;82607;0,983688466
10690;Montenegro;MNE;43;0;0;31873;59337;38377;19963;7195;93965;5842;24028;1378;5598;95984;0,983688072
9249;Sri Lanka;LKA;37;0;40553;18838;15205;25783;45108;42059;24296;43857;26782;64587;41662;78839;0,983687991
9039;Albania;ALB;37;0;6813;34006;48264;31565;27908;556;98849;13182;16791;3937;9821;174402;0,983687916
4156;Mauritania;MRT;17;0;62203;20515;63100;5028;6908;1519;23244;19272;6503;14484;42553;6131;0,983687661
9527;Uruguay;URY;38;0;28888;26530;23517;66014;21994;23956;12920;16303;66187;13322;30819;39442;0,983687616
4538;Belarus;BLR;19;0;3495;23166;14749;71196;77015;13517;20408;14516;87977;57339;15636;40384;0,98368622
10439;Montenegro;MNE;42;0;0;31873;59337;38377;17980;6969;93965;5842;24028;1378;5598;95984;0,983684442
9686;Montenegro;MNE;39;0;0;31873;59337;38377;17980;6572;93702;5842;24028;1378;5598;95984;0,983683588
9937;Montenegro;MNE;40;0;0;31873;59337;38377;17980;6572;93702;5842;24028;1378;5598;95984;0,983683588
10188;Montenegro;MNE;41;0;0;31873;59337;38377;17980;6572;93702;5842;24028;1378;5598;95984;0,983683588
11881;Georgia;GEO;48;0;12436;21863;30007;36113;51763;29194;50270;39212;47119;26803;20639;28545;0,983682789
11630;Georgia;GEO;47;0;12436;21644;30007;36113;51763;29194;50270;38886;47109;26803;20480;27871;0,983681741
1147;Mexico;MEX;5;88324;125834;94415;99107;81929;100360;101723;171416;140386;64294;67251;61936;32700;0,983681731
3905;Mauritania;MRT;16;0;60809;20515;63100;5028;6620;1519;23244;18754;5342;14308;39740;6131;0,983681197
6843;Ecuador;ECU;28;0;27360;63005;12112;30542;14269;37967;11411;19157;32940;10102;10239;7627;0,983679804
10198;New Zealand;NZL;41;0;19928;29224;28448;34048;45656;22917;27248;32575;40044;45189;40282;33777;0,983679396
9435;Montenegro;MNE;38;0;0;31873;59337;38377;17980;2973;93702;5842;24028;1378;5598;95703;0,983678378
